course_name,instructor,course_description,avg_rating,reviews_count,course_hours,lectures_count,level,price_after_discount,main_price,Bestseller,student_count,
Blazor - The Complete Guide (WASM & Server .NET Core 5),"DotNet Mastery, Bhrugen Patel","Build real world resort booking website using Blazor Server, Blazor WASM and .NET 5(.NET Core) API and deploy to azure.",4.6,1375,15.5,224,Beginner,200,230,No,6549,
Jetpack Compose Crash course for Android with Kotlin,Catalin Ghita,"Modern Android apps with Jetpack Compose and  integrations: MVVM, Coroutines, ViewModel, LiveData, Retrofit, Navigation",4.6,1375,11,94,All,320,730,No,5634,
Domain Driven Design: Complete Software Architecture Course,Binary Brain,"Learn Domain Driven Design (DDD) by example with detailed coding sessions, video explanations and realistic assignments.",3.9,1374,1.5,14,All,270,720,No,7061,
Android Training & Certification - 49 Projects,Vivian Aranha,"Learn how to make Android Applications using these CodeAlong Videos, which includes 49 total projects",4.2,1374,17,80,All,270,1400,No,36699,
Programming Java for Beginners - The Ultimate Java Tutorial,Infinite Skills,Learn Java Programming at your own Pace. Comes Complete with Working Files and a Verifiable Certificate of Completion.,4.5,1374,10,114,All,230,480,No,54984,
Machine Learning Practical Workout | 8 Real-World Projects,"Dr. Ryan Ahmed, Ph.D., MBA, Ligency I Team, Mitchell Bouchard, Ligency Team","Build 8 Practical Projects and Go from Zero to Hero in Deep/Machine Learning, Artificial Neural Networks",4.5,1373,14,90,Beginner,270,1300,No,14494,
C# .NET For Beginners,Rick Phillips,An introduction to programming using C# and Microsoft's .NET platform,4.9,1372,4,19,Beginner,200,230,No,26631,
Fundamentals of Watson Analytics,VICONIC Development,Learn the Fundamentals of Watson Analytics,4.5,1372,1,21,All,200,230,No,3723,
Python PCEP: Become Certified Entry-Level Python Programmer,Adrian Wiech,Learn Python from scratch and pass the PCEP exam (Certified Entry-Level Python Programmer),4.6,1371,4.5,76,Beginner,270,720,Yes,5938,
Introduction to Programming,"Dollar Design School, Mark Lassoff",Professional Coding Skills for Beginners,4.4,1371,12,174,Beginner,270,1300,No,6508,
Software Testing/ QA: Learn Basic Testing with live examples,Syam Mohan,"Software testing, testing, performance testing, software engineering, software quality, quality assurance, manual test",4,1370,2,13,All,230,270,No,3164,
The Complete Guide to Django REST Framework and Vue JS,Michele Saba,Build Professional REST APIs and Single Page Applications with Django and Vue JS !,4.5,1369,21,127,Intermediate,320,1600,No,6361,
jQuery for Absolute Beginners : From Beginning to Advanced,Creative Online School,"Learn jQuery : Client Side Web Development using jQuery through Step by Step Learning, JavaScript Library jQuery",4.4,1369,2.5,32,All,230,1200,No,164044,
Specialize in QA Manual Testing with Live Project+AGILE+JIRA,Aakriti E-Learning Academy,"Become a Master in Manual Testing QA with Live Testing Projects, AGILE, JIRA, 100+Interview Questions & Lifetime support",4.5,1362,10.5,53,All,270,820,No,14992,
AWS SageMaker Practical for Beginners | Build 6 Projects,"Dr. Ryan Ahmed, Ph.D., MBA, Ligency I Team, Mitchell Bouchard, Ligency Team","Master AWS SageMaker Algorithms (Linear Learner, XGBoost, PCA, Image Classification) & Learn SageMaker Studio & AutoML",4.7,1361,16,109,Intermediate,320,1600,No,8633,
Deep Learning Foundation : Linear Regression and Statistics,Jay Bhatt,"Learn linear regression from scratch, Statistics, R-Squared, Python, Gradient descent, Deep Learning, Machine Learning",3.3,1360,6.5,44,All,200,230,No,9197,
Introduction to Java for Programmers,Learn by the Byte,"With over 200 videos and 20 hours of content, this Java training course will teach you to program in Java 7 and Eclipse.",4.8,1360,20,207,Beginner,230,1200,No,9534,
JIRA Visual Reference: Issue Administration,Dan LeFebvre,An Admin's Guide to the Issue Administration Area in JIRA,4.6,1352,3.5,41,All,230,720,No,7473,
Learn to make an Awesome Builder-Defender game in Unity!,Code Monkey,"Construct Buildings, Gather Resources, Defend your base from Enemies and more!",4.6,1350,10,59,Beginner,270,720,No,6241,
MySQL Database Development Mastery,"Trevoir Williams, Learn IT University, Andrii Piatakha",Learn fundamental Database Development techniques with MySQL Server and MySQL Workbench,4.5,1350,4.5,26,All,200,230,No,158507,
Node.js Unit Testing In-Depth,Murtez Alrohani,"​A focused, in-depth look into Node.js unit testing, from absolute beginner to very advanced.",4.7,1349,2.5,46,Intermediate,320,650,No,30403,
Devtools Pro: Beginner to Expert w/ Chrome Developer Tools,Rocco Balsamo,"The Complete 2017 Guide to Building Beautiful, Fast, and Bug Free Web Applications with Google Chrome DevTools",4.1,1348,2.5,39,All,270,780,No,7380,
Make a Responsive Portfolio Website: JavaScript and HTML,Reece Kenney,Use JavaScript and HTML to create the ultimate responsive portfolio website from scratch!,4.6,1347,4,52,Beginner,270,480,No,3999,
The complete React Native course,Coding Revolution,Take you coding to the next level with React Native.,3.8,1347,42.5,243,Beginner,200,230,No,7751,
RxJS 7 and Observables: Introduction,Jurek Wozniak,Learn how Observables work and behave in an easy to understand step-by-step way!,4.8,1347,5.5,72,All,230,720,No,5584,
Unreal Engine 4 - VFX for Games - Beginner to Intermediate,Gabriel Aguiar,You will have started your own portfolio of AAA Visual Effects for Games by the end of this course.,4.6,1345,7,61,Beginner,320,1400,Yes,10220,
Learn AngularJS Step By Step,Maruti Makwana,"Very easy to learn video series on Angular-JS 1.4.1, Specially for those who are Beginners in this technology.",3.9,1342,2,21,Intermediate,200,230,No,21598,
Learn SAP OData Services Developments in 2 Hours,ZAP Yard,"Create, Debug, Test and Analyze Your First Custom SAP OData Service",4.3,1335,2,26,All,270,480,No,4851,
Unity C# Mobile Game Development - Make 3 Games From Scratch,"Rick Davidson, GameDev.tv Team, Nathan Farrer (aka Dapper Dino)",Make and publish mobile games & apps for Android Play Store & iOS App Store using Unity and C#,4.6,1334,6.5,51,Beginner,270,1300,Yes,12246,
Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,"Brad Hussey, Code College",Convert Photoshop Designs into Stunning HTML5 & CSS3 websites with confidence. Absolutely no prior experience necessary!,4,1331,4,24,All,230,600,No,47902,
PYTHON - A to Z Full Course for Beginners,"Joydip Ghosh, Arjun Reddy","Learn:- Python 3, Python Programming, Python File Operation, Python Scratech Concepts, Python Advance Concepts real life",4.3,1330,25,250,All,200,230,No,53991,
Mockito: Next-Level Java Unit Testing,Adrian Wiech,Learn the latest Mockito 4 for Java unit testing in just 2 hours and take your developer career to the next level!,4.5,1328,2,28,All,270,580,No,6193,
Automation with Ansible Playbooks - Hands On !!,Shikhar Verma • 60k+ Students Worldwide,This course introduces Ansible to the absolute beginners & System Admins to enhance skills towards Ansible.,4,1327,9,95,All,270,320,No,7950,
Complete React Hooks Course 2021: A - Z ( Scratch to React ),Hemil Patel,"React JS Hooks way ( Latest & Comprehensive) : Redux , React Router, Testing with Jest,  Build Component Library",4.6,1327,8,57,All,270,850,No,6525,
Machine Learning and Data Science Hands-on with Python and R,EDUCBA Bridging the Gap,"Machine Learning, Statistics, Python, AI, Tensorflow, AWS, Deep Learning, R Programming, NLP, Bayesian, BI and much more",4.2,1327,72.5,522,All,230,1200,No,47271,
The Complete iOS 16 / iOS 15 Developer Course - and SwiftUI!,"Codestars • over 2 million students worldwide!, Atil Samancioglu","Learn iOS development with Swift and Xcode. Build apps, games (Instagram, Foursquare etc) + also discover SwiftUI!",4.4,1325,44.5,364,All,270,1400,No,10560,
Redux Saga with React: Fast-track Redux Saga intro course,Tom Phillips,QUICKEST way to understand and get up and running with Redux Sagas and start implementing in React and Redux projects.,4.5,1325,1.5,24,All,200,230,No,5751,
NoSQL: Neo4j and Cypher (Part: 1-Beginners),Bruce E. Hilton,NoSQL: Neo4j - Stop Developing Databases the Hard Way!,4.1,1324,2,26,Beginner,270,350,No,5977,
Complete Linear Regression Analysis in Python,Start-Tech Academy,"Linear Regression in Python| Simple Regression, Multiple Regression, Ridge Regression, Lasso and subset selection also",4.2,1324,7.5,75,All,200,230,No,154284,
Apache Airflow | A Real-Time & Hands-On Course on Airflow,A to Z Mentors,"Learn A to Z of Apache Airflow from Basic to ADVANCE level, deploy workflows & data pipelines using Airflow with Docker",4.5,1324,6,63,All,270,480,No,8096,
Big Data on Amazon web services (AWS),Learnsector LLP,"Learn About Building out Scalable, Resilient Big Data Solutions Using Various Services on AWS Cloud Platform",4.3,1323,7,36,Intermediate,320,850,No,162205,
Data Structure & Algorithm using C++ : Zero To Mastery 2022,"Ankit Thakran, Harsh Kajla","Ace the Google, Amazon, Facebook, Microsoft, Netflix coding interviews. Step by step guide for their toughest questions!",4.3,1321,64.5,268,All,270,1400,No,8865,
Struts 2 Framework for Beginners,Abhay Redkar,Learn how to build Java MVC applications using Struts 2 Framework.,4.5,1320,8,99,Beginner,270,480,Yes,7175,
Unreal Engine 5 (UE5): Complete Beginners Course,Tyler DeLange,The Fastest Way to Get Started With Unreal Engine 5,4.7,1319,9,45,Beginner,320,650,No,7801,
Modern C++ Concurrency in Depth ( C++17/20),Kasun Liyanage,"modern c++ concurrency features including memory model, lock free data structure, thread pools, coroutines.",4.2,1317,10,98,Intermediate,270,580,No,9620,
Artificial Intelligence in Digital Marketing + Live Class,"Srinidhi Ranganathan, First Look Digital Marketing Solutions",Learn incredible Artificial Intelligence in Digital Marketing Automation Tools in 2022,4.1,1315,10.5,66,Beginner,200,230,No,150718,
Internet and Web Development Fundamentals,YouAccel Training,Learn how the Internet Works and Setup a Testing & Production Web Server,4.1,1311,4,62,Beginner,270,720,No,141139,
The Python Programming Comprehensive Bootcamp,Ahmed Ibrahim,"Become A Certified Python Developer, Learn and Practice Python Programming 3.9 and Boost your Dev career in short time!",4.5,1311,4.5,75,Beginner,270,1300,No,193109,
Data Integration Guide,Ahmed Fessi,Learn how data can be integrated : following which principles and for what business outcomes,4.4,1311,2,38,All,230,420,No,5001,
Master Drools programming - from Beginner to Intermediate,Juhan Aasaru,Learn most common Drools Rule Engine language constructs needed to write business decision trees into individual rules,4.3,1310,3.5,49,Beginner,230,270,No,6127,
Git & GitHub Masterclass,"Tim Buchalka's Learn Programming Academy, Eduardo Rosas",Add  real world development team skills for version control and source control to your resume & programming arsenal!,4.5,1310,11.5,74,All,320,620,No,10066,
JSP and Servlets for Beginners,Bushan Sirgur,Become a Pro in JSP and Servlet | Build a fully fledged Database application,4.6,1309,6,74,All,270,320,No,23828,
"Selenium WebDriver with Docker, Jenkins & AWS",Vinoth Selvaraj,"For SDET Professionals! Learn Docker, CI/CD process with Jenkins, Parallel testing and AWS cloud etc!",4.7,1309,16,188,All,200,230,No,10712,
Introduction to web programming for GIS applications,Michael Miller,"Understanding web programming fundamentals focused on geospatial applications using Leaflet, Turf.js, and PostGIS",4.4,1308,14.5,103,Beginner,270,720,Yes,5603,
Scraping and Data Mining for Beginners and Pros,Ala Shiban,"Data mining visually or programmatically, learn everything you need in a fast pace 30 minute course",4.1,1305,1,13,Beginner,230,720,No,29271,
Atlassian Bamboo from Beginner to Advanced!,Aref Karimi,Continuous Integration and Delivery (CI/CD) with Bamboo for Devops and Developers,4.4,1303,5.5,36,All,230,720,No,8670,
Unreal Engine C++ The Ultimate Shooter Course,Stephen Ulibarri,Master Unreal Engine by Creating a Complete Shooter Game!,4.7,1301,56,346,All,320,1400,No,9685,
Math For Video Games: The Fastest Way To Get Smarter At Math,"GameDev.tv Team, Ben Tristem, Gary Pettie",Learn Math for Video Game Design & Coding through Solving fun Video Game Problems,4.6,1298,13.5,122,Beginner,270,680,No,14977,
Docker for Node.js Projects From a Docker Captain,"Bret Fisher, Docker Captain Program","Build, test, deploy Node for Docker, Kubernetes, Swarm, and ARM with the latest DevOps practices from a container expert",4.5,1296,8.5,82,Intermediate,320,650,No,11825,
Beginners guide to Android App Development (Step by Step),"EdYoda Digital University, Qaifi Khan",Learn the Basics of Developing an Android App and Build your very own Bluetooth Chat Application from Scratch.,4.6,1296,4,17,Beginner,270,480,No,242264,
"Competitive Programming Essentials,  Master Algorithms 2022","Prateek Narang, Apaar Kamal, Coding Minutes","Master competitive coding techniques - maths, number theory, dynamic programming, advanced data structures & algorithms",4.4,1293,56.5,344,All,230,1200,Yes,13357,
Time Series Analysis and Forecasting using Python,Start-Tech Academy,Learn about time series analysis & forecasting models in Python |Time Data Visualization|AR|MA|ARIMA|Regression| ANN,4.4,1291,13.5,100,All,230,320,No,144365,
Learn Data Science & Machine Learning with R from A-Z,"Juan E. Galvan, Ismail Tigrek","Become a professional Data Scientist with R and learn Machine Learning, Data Analysis + Visualization, Web Apps + more!",4.4,1289,28.5,80,All,270,850,No,94887,
Learn TDD in Java,Sam Atkinson,Learn Test Driven Development through a concise programming interview question,4.4,1287,1,22,Intermediate,230,270,No,4867,
WebdriverIO Bootcamp - [COMPLETELY UPDATED IN JUNE 2022],Gianni Bruno,Automation testing with the WebdriverIO next-generation framework using JavaScript & Node.js,4.6,1286,32,275,All,200,230,No,5501,
JavaScript Unit Testing - The Practical Guide,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",Learn how to write automated tests (unit & integration tests) for your JavaScript projects with Vitest & Jest.,4.7,1286,5.5,92,Beginner,230,820,No,11528,
The complete React 18 Fullstack course ( 2022 edition),Coding Revolution,"Take you coding to the next level with React, Redux, Routes, Node js, Express and MongoDB",4.6,1284,86,472,All,200,230,No,6534,
Learn Unit Testing with NUnit and C#,Engineer Spock,"Learn unit testing, TDD, mocking and Dependency Injection: techniques that you'll need to build reliable software.",4.5,1284,7.5,94,Beginner,320,420,No,6613,
Technical Writing: How to Write Software Documentation,JPDocu School of Technical Writing,Learn a proven strategy for writing software docu in GitHub wiki based on the 12 main principles of technical writing!,4.4,1281,13,160,Beginner,270,1300,Yes,7345,
Learn Basic Commands in Linux Shell,EDUmobile Academy,This course will teach you the basics of using the linux shell commands.,4.6,1281,31totalmins,6,All,270,680,No,13759,
"Modern PHP Web Development w/ MySQL, GitHub & Heroku","Trevoir Williams, Learn IT University, Andrii Piatakha","Learn to develop data driven web applications using PHP and MySQL (PDO) , manage them with GitHub and deploy to Heroku",4.7,1280,12.5,44,All,270,1400,No,155636,
Statistics / Data Analysis in SPSS: Inferential Statistics,Quantitative  Specialists,Increase Your Data Analytic Skills – Highly Valued And Sought After By Employers,4.6,1280,5,32,All,320,680,Yes,8164,
Unified Modeling Language (UML): Complete Guide & Examples,Maged Koshty,"An online course to Learn how to read UML diagrams, interpret every UML notation and build them using practical examples",4.4,1278,4,50,All,270,850,No,7162,
Functional & Reactive programming in Java : Modern Style,Basics Strong,"Java Programming MasterClass, Design Patterns,Data Structures,Lambda,Streams,Collectors,Collections,Optionals & RxJava",4.4,1276,21,192,All,200,230,No,9417,
C# Performance Tricks: How To Radically Speed Up Your Code.,Mark Farragher,This course will help you speed up your C# code and provides many tricks that every professional developer must know.,4.7,1275,4.5,38,All,270,750,No,9289,
WCAG 2.1 / 2.2 Simplified With Examples,Stefany Newman,Improve your web accessibility knowledge by learning WCAG with practical examples,4.3,1270,3,33,Beginner,200,230,No,3868,
VR Development Fundamentals With Oculus Quest 2 And Unity,"Tevfik Ufuk DEMİRBAŞ, IRONHEAD Games","Learn the basics of Virtual Reality Development with the mighty Quest 2, All-in-one VR headset from Meta",4.6,1269,8.5,61,Beginner,320,1400,Yes,10482,
Design Patterns in JavaScript,Dmitri Nesteruk,Discover the modern implementation of design patterns in JavaScript,4.3,1269,10,103,Intermediate,350,720,No,12682,
The Complete SQL Course 2021: Become a MYSQL Master,Web Coding,This complete SQL bootcamp will take you from beginner to master,3.8,1267,3,42,All,200,230,No,91878,
"SQL Server Analysis Services - SSAS, Data Mining & Analytics",Siddharth Mehta,Develop SSAS cubes from data warehouse on Multidimensional & Tabular modes with Dimensional & Data Mining Models,4.3,1265,8,78,All,320,1600,No,8025,
MongoDB with Java Spring Boot & Spring Framework,Infybuzz Learning,MongoDB (NoSQL) With Spring Boot using Spring Data. Learn to deploy Spring Boot App to Pivotal Cloud Foundry with mLab,4.3,1265,4,66,Beginner,270,320,No,6641,
Learn Elementor - WordPress Front-End Development Course,Andrew Williams,"Elementor page builder gives you total control to design and create the site you've always wanted, without restrictions.",4.6,1265,6.5,66,All,270,1400,Yes,6695,
Unreal Engine Blueprints - The Ultimate Developer Course,Stephen Ulibarri,Create three complete video games including a mobile game without a single line of code!,4.7,1264,31.5,120,All,320,1400,No,9833,
Reactive Programming with Spring Framework 5,"John Thompson • 433,000+ Enrollments Worldwide, Spring Ahead Code Academy",Learn Reactive Programming with Spring Framework 5!,4.5,1263,12.5,136,Intermediate,270,720,No,9832,
Master Laravel with Vue.js Fullstack Development,"Piotr Jura | 35,000+ Enrollments",Learn how to build a Single Page Application with Laravel PHP Framework and Vue.js,4.5,1263,17.5,144,All,320,530,No,6718,
Python Programming for Beginners,Stone River eLearning,"Recently updated with new, better Python development content for beginners.",4.6,1263,3,26,Beginner,230,680,No,29221,
MERN Stack Master Course - Building your own Instagram,Mukesh Phulwani,"Build Your own Instagram with React, Express, Node.js & MongoDB",4.3,1262,10.5,55,All,270,320,No,101958,
Complete Modern JavaScript Firebase BootCamp the beginner,Kim Chen,"Master JavaScript and Firebase Firestore with Pure JavaScript！JavaScript ES6+, OOP, AJAX",4,1261,6,109,Beginner,230,1200,No,178128,
"SQL Server Essentials, from Scratch",Joey Blue,Step-by-Step Beginner's Training Course in SQL Server.  No prior database knowledge is needed.,4.4,1260,13.5,56,Beginner,270,1300,No,5631,
Python for Absolute Beginners: Learn Python in a Week!,Andreas Exadaktylos,A Python 3 Practical Programming Course for Absolute Beginners - Learn how to Code in Python 3.9 (2021 Edition),4.3,1258,8.5,121,Beginner,230,720,No,4290,
Java Masterclass - Beginner to Expert Guide: Java & JavaFX,"Paulo Dichone | Software Engineer, AWS Cloud Practitioner & Instructor","Building Java FX, Springboot and Vaadin Java Applications. Includes Advanced Java Concepts",4.5,1256,30.5,199,All,270,1400,No,14966,
Learn and Understand D3.js for Data Visualization,Luis Ramirez Jr,Dive deep under the hood of D3.js. Learn core concepts and build stunning data visualizations using D3 version 7,4.6,1255,9,92,All,270,630,No,9319,
Complete DApp - Solidity & React - Blockchain Development,"Clarian North, Media Training Worldwide Digital","Master DApp Development - Smart Contracts - Solidity, Web3, React, Mocha, Ethereum Blockchain Programming for Front-end",4.4,1254,16,179,All,270,820,No,19401,
HTML5 Mastery—Build Superior Websites & Mobile Apps NEW 2022,Maximiliano Firtman,"Easily build 25 websites and apps (including Virtual Reality, iPhone and Android apps) with HTML5, CSS, & JavaScript",4.8,1251,14.5,167,Beginner,270,1300,No,9483,
Cryptocurrency Trading Bot with a User Interface in Python,Vincent Carmier,Automate Your Crypto Trading Strategies on Binance & Bitmex with Python and Create Your Own Trading Dashboard (GUI),4.5,1250,10,65,All,320,730,Yes,11374,
Introduction to Java EE,Ocho Tech,Learn the Fundamentals of Java EE and Learn How to Package & Deploy an App,4.4,1248,1.5,20,Beginner,200,230,No,4402,
The Complete Dart Language Guide for Beginners and Beyond,Andrea Bizzotto,"Learn Dart Programming in depth. Includes: basic to advanced topics, exercises, and projects. Fully updated to Dart 2.15",4.6,1243,10,184,All,320,720,No,4278,
The Complete C Programming Course for Beginners,Md. A. Barik,C Programming: The Fundementals of C Programming Language from Ground UP with Illustrated + Hands on Coding Expalanation,3.4,1242,6.5,96,Beginner,270,630,No,58017,
"The Complete Flutter App Development Course for Android, iOS",Smartherd Developers,A Complete Guide to the Flutter Framework for building native iOS and Android apps with single code base,4,1242,4.5,33,All,230,1200,No,27978,
A deep understanding of deep learning (with Python intro),Mike X Cohen,"Master deep learning in PyTorch using an experimental scientific approach, with lots of examples and practice problems.",4.8,1242,57.5,265,Beginner,200,230,No,11244,
Looker and LookML - The Complete Course for Beginners,George Smarts,Practical Looker course for beginners that want to quickly get up to speed with Looker and LookML,4.6,1238,9,96,Beginner,320,720,Yes,6545,
Robot Framework - Jenkins CI & Git Version Control,Bryan Lamb,Robot Framework Agile best practices and automated continuous testing!,4.3,1238,2,26,Intermediate,270,630,No,6995,
AWS Identity Access Management (IAM) Practical Applications,Brian Choi,"Learn IAM User, Group, Policy, Roles and AWS Organization to solve real world problems.  Lots of hands on demo!",4.6,1236,3.5,21,Intermediate,200,230,No,4581,
Build Ecommerce Website Like Amazon [React & Node & MongoDB],Bassir Jafarzadeh,"Become a Senior Web Developer! Build a massive E-commerce app with React, Context, Node, Express, MongoDB, Mongoose",4.5,1234,27,127,All,350,720,No,5666,
A Beginner's Guide to Augmented Reality with Unity,"Penny de Byl, Penny @Holistic3D.com","Learn to Create Mobile AR Applications with Wikitude, Integrating ARKit & ARCore for iOS and Android.",4.3,1230,11,56,Beginner,200,230,No,10668,
x86 Assembly Language Programming From Ground Up™,Israel Gbati,"Build over 50 Assembly Programs -  x86 Instruction Set, SIMD, Image Processing Algorithms, DSP Routines, MMX, SSE, AVX",4.3,1230,17.5,79,All,270,1000,Yes,10130,
Mathematical Foundation For Machine Learning and AI,"Eduonix Learning Solutions, Eduonix-Tech .",Learn the core mathematical concepts for machine learning and learn to implement them in R and python,3.8,1230,4.5,19,All,230,480,No,7246,
Learn DevOps: Advanced Kubernetes Usage,Edward Viaene,"Covering Authentication, Authorization, Logging, Helm, Deploying with Spinnaker, Prometheus, Scheduling and more",4.4,1229,3.5,34,Expert,320,420,No,21353,
"API Crash Course: How to Create, Test, & Document your APIs","T Roshdy, Nezam Academy",Everything you need to know to understand what an API is,4.4,1229,3.5,33,Beginner,200,230,No,25296,
The Complete Unity Indie Game Developer Course,"Dragan Neskovic, Jasmin Skamo",Learn how to make games by creating a FULL top down RPG and publishing it to the world.,4.2,1228,5,37,All,270,1300,No,72645,
Symfony Web Development Complete Guide: Beginner To Advanced,Robert Apollo,"Master Symfony PHP framework: from theory, through simple crud app, up to creating an advanced Real Life Application",4.3,1228,24.5,312,All,270,1400,No,6718,
Python for Beginners : Concise and Practical,"Patrick Rygula, Samy Mkacher",Learn Python from the beginning and get ready to use it in the future!,3.5,1227,5.5,30,Beginner,200,230,No,14176,
GitLab CI - A Complete Hands-On for CI/CD Pipelines & DevOps,A to Z Mentors,"Learn A to Z of GitLab CI CD in DevOps with Real-time HandsOn; Build & Deploy GitLab CICD pipeline in Docker, Heroku etc",4.5,1225,8,81,All,270,420,No,9063,
The Complete Cypress v10 Course: From Zero to Expert! [2022],Gianni Bruno,The most detailed and complete Cypress course on sale. Write Automated UI & API test scripts using an e-commerce store.,4.6,1225,36,331,All,200,230,No,6995,
Complete Web Developer Course HTML CSS JavaScript PHP jQuery,Laurence Svekis,"Complete web developer Guide to websites working with HTML, CSS, JavaScript, PHP, Bootstrap, JQuery, MySQL and more",4.3,1225,23,290,All,230,1200,No,48749,
Python 3: Deep Dive (Part 3 - Hash Maps),Fred Baptiste,"Dictionaries, Sets, and Related Data Structures",4.9,1220,22,84,Intermediate,270,1300,No,20423,
Financial Engineering and Artificial Intelligence in Python,"Lazy Programmer Team, Lazy Programmer Inc.","Financial Analysis, Time Series Analysis, Portfolio Optimization, CAPM, Algorithmic Trading, Q-Learning, and MORE!",4.7,1220,21.5,147,All,620,,Yes,5891,
Learn API Automation Testing with Python & BDD Framework,Rahul Shetty,"Build Python automation Utilities  to test Rest API’s with SQL DB Integration, Batch Jobs Automation,Web Scraping etc",4.5,1220,11.5,78,All,270,1400,No,9761,
C# Memory Tricks: Learn How To Master The Garbage Collector,Mark Farragher,This course teaches you advanced C# memory management tricks that every professional .NET developer must know.,4.6,1219,3.5,28,All,320,750,No,7480,
Mobile App Design from scratch with Sketch 3 : UX and UI,"Maxime Cormier, Adrien Dupuy","The new, improved and updated best-selling step by step guide to learn how to design a great mobile app.",4.4,1218,10.5,69,All,230,270,No,23469,
Javascript for Beginners,Dollar Design School,Learn javascript online and supercharge your web design with this Javascript for beginners training course.,4.4,1218,3,48,All,200,230,No,10623,
One Week Python,Colt Steele,"A Quick and Effective Way To Learn Python, Made For Busy People",4.8,1217,14.5,189,Beginner,230,720,No,7690,
TCP/IP Socket Programming in C# .Net For Coders & Students,Naeem Akram,"Learn socket programming in C# .Net , use async/await to create distributed applications, build a TCP/IP class library",4.5,1217,4.5,73,All,230,270,Yes,10950,
The Essential Web Developer Course - Build 12 Websites,Robert Kanaat,"From an absolute beginner, to a certified Web developer, this course will teach you the ABCs of Web development.",4.3,1216,16.5,177,All,230,1200,No,25759,
Ultimate WordPress Plugin Course,"Code College, Joel Funk","Learn how to Plan, Code and Publish WordPress Plugins in this step-by-step course by an Expert Developer",4,1214,10.5,53,All,270,720,No,9698,
Learn To Code Trading Card Game Battle System With Unity 3D,"Sandor Kiss, Vladimir Limarchenko",A comprehensive and easy to learn guide to crate a trading card game battle system with Unity 3D.,4,1213,15.5,70,All,320,1400,No,56686,
"Responsive Web & Mobile Development in HTML,CSS & Javascript",QAEversity .,"Create interactive and responsive web/hybrid mobile apps for android and ios using HTML, CSS and Javascript",4.6,1212,2.5,17,Intermediate,200,230,No,18324,
Projects in Laravel: Learn Laravel Building 10 Projects,"Eduonix Learning Solutions, Eduonix-Tech ., Samy Eduonix",A complete course to master latest Laravel 5.4 web framework,4.1,1211,23,134,Intermediate,270,480,No,5380,
The Python Programming For Everyone Immersive Training,SDE Arts | Octavo,"Learn, Practice, Master, Think like Python Professionals & Be A Certified Python Super Hero in short time!",4,1210,3.5,74,Beginner,270,750,No,179611,
SQL Server Performance Tuning Part 2,Raphael Asghar,Resolving SQL Server performance tuning issues,4.4,1208,7.5,41,Beginner,200,230,No,8003,
Software Architecture: Meta and SOLID Principles in C#,Engineer Spock,Learn how to develop maintainable software systems applying Design Patterns based on Meta and SOLID Principles,4.2,1208,5,64,All,270,450,No,8299,
REST API Testing Automation with Java + PostMan + Framework,LevelUp360° DevOps | Selenium | GCP | Terraform | Kubernetes | Ansible,"REST API Testing with Java , REST API Automation Testing from Basic to Framework with Java & TestNG, POSTMAN",4.2,1207,27.5,181,All,270,1200,No,9894,
Object Oriented Programming - Basics to Advance (Java OOP),"Andrii Piatakha, Learn IT University","Learn OOP, SOLID principles with Java examples. Implement backend part for online store by the end of the course",4.1,1206,7.5,36,Intermediate,320,420,No,162615,
Webservices API Testing with Rest Assured API & POSTMAN 2022,Rahul Arora,Webservices API Automation Testing using RestAssured API and POSTMAN on Live Projects with CUCUMBER BDD,4.3,1203,37.5,187,All,200,230,No,8464,
Architect SaaS Applications - Unique Challenges & Solutions,"V2 Maestros, LLC","Intro to SaaS, scalability, multi-tenancy, provisioning, security, APIs, management, maintenance",4.5,1202,3.5,40,Intermediate,270,320,No,6886,
Angular Material In Depth (Angular 14),Angular University,In-depth guided tour to the Angular Material component library (in Angular 14),4.6,1201,6.5,44,All,270,650,No,6942,
Learning Visual Basic .NET - A Guide To VB.NET Programming,Infinite Skills,Want to learn how to program with VB.NET? This  beginners guide to programming in  Visual Basic.NET will show you how.,4.4,1200,7,85,All,270,480,No,6521,
C++ programming step-by-step: From Beginner to Advanced,Shibaji Paul,"Start with basics of C++ (v11 and v14) then master File I/O, Object Oriented Programming or OOP, STL, Functors, Lambda",4.6,1200,27.5,189,All,230,1200,No,5875,
How to Make a Freaking iPhone App - iOS 10 and Swift 3,Nick Walter,iPhone App Development from scratch. Learn how to make iOS apps using Xcode 8. The Basics Include Pokemon Go & Snapchat,4.7,1200,16,158,Beginner,270,1300,No,6261,
Deploying AI & Machine Learning Models for Business | Python,UNP United Network of Professionals,"Learn to build Machine Learning, Deep Learning & NLP Models & Deploy them with Docker Containers (DevOps) (in Python)",4.3,1200,4,54,Intermediate,270,480,No,6284,
RESTful API with Laravel: Build a Real API with Laravel,"JuanD MeGon, ProgramarYa By JuanDMeGon",Build a RESTful API for a market system using Laravel and dominate the most challenging features of APIs with Laravel,4.3,1199,15,226,All,230,480,No,6986,
Android Architecture Masterclass,Vasiliy Zukanov,Embrace clean design and architecture in your Android applications,4.7,1196,7,77,Intermediate,270,720,No,8258,
