course_name,instructor,course_description,avg_rating,reviews_count,course_hours,lectures_count,level,price_after_discount,main_price,Bestseller,student_count,
Xamarin Android Uber Clone App with C# and Firebase,"Ufinix Academy, Uchenna Nnodim",Learn advanced Xamarin Android concepts by building a fully complete and functional Uber Clone app using Firebase,4.2,234,15.5,92,All,320,1600,No,1555,
The Complete iOS Developer - Create Real Apps in Swift,Grant Klimaytys,"Learn iOS Coding with Swift from a pro! Includes, Starter, Bronze, Silver and Gold Editions!",3.8,234,42.5,164,All,200,230,No,1621,
C# Console Programming Exercises for Beginners Step by Step,Pavol Almasi,Learn C# by doing programming projects for beginners,4,234,12.5,83,Beginner,200,230,No,10766,
Build Modern Android App with REST API and Ktor Server,Stefan Jovanovic,Develop an Android App with Kotlin. Fetch Data from REST API deployed on your Backend Server developed with Ktor.,4.9,234,16,95,Intermediate,230,1200,No,1741,
ASP.NET Core Web API - Zero to Hero [ASP.Net Core 5.0],Nitish Kumar,"Master the ASP.NET Core Web API concepts, Develop RESTful Web API and consume them in Angular application",4.3,234,7,108,All,200,230,No,835,
"Intro to Vuejs (vue, vuex, firebase)",Bryan Ellis,Learn Vuejs & firebase through these course projects! We will build 5 apps throughout this course!,3.4,233,39totalmins,6,All,200,230,No,12891,
Android Development: Android App Development From Scratch,"Oak Academy, Mehmet ÖNGEL","Learn java, android, android studio, android development and android app development with Android 11, become a developer",4.8,233,19,136,Beginner,270,1300,No,4744,
Node.js REST API with Express & MongoDB - Solid Architecture,RapidDev Pro,"Build MVC Rest API with Node.js, Express & MongoDB. Secure REST API with JWT, document API with Swagger, Mongoose ODM",4.5,233,3,29,All,270,320,No,905,
Facial Animation & More In Unreal Engine! | 3D Animation,Michael Ricks,Learn how to create expressive facial animations using key frame animation inside of Unreal Engine!  (Includes project),4,233,4,33,All,270,1400,No,2501,
Makefile and GNU make for C/C++ Projects on Linux systems,Suresh Kumar Srivastava,Makefile and GNU make for C/C++ Projects Embedded gnu make file stm32 programming Yocto Linux Systems gcc cmake kernel,3.9,233,2,44,All,270,720,No,1647,
The Extensive WebGL Series ! - Part1 : Low Level Graphics,"Ahmed Fathy, MSc",The Mathematical And Practical Foundations Of 3D Computer Graphics Using Opengl's WebGL,4.1,233,13.5,80,All,230,620,No,3270,
Learning ASP.NET Core 2.0 MVC - Beginner to Developer,Fast & Easy Programming,"Learn ASP.NET Core 2.0 MVC 6 from the ground up, develop custom applications and use Entity Framework Core with LocalDB",4.1,232,3.5,54,All,200,230,No,878,
Learn and Earn with HTML & CSS,"Khawar Zaman, Muhammad Imran Abbasi",Learn HTML & CSS step by step and start earning with these skills,4.2,232,4,69,All,200,230,No,9365,
The Ultimate Hyper-Casual Guide With Unity,Magic Coding,Learn How To Make Hyper Casual Games With Unity,4.3,232,31.5,173,All,320,1600,No,1322,
Linear Algebra and Feature Selection in Python,365 Careers,Acquire the Theoretical and Practical Foundations That Would Allow You to Learn Machine Learning With Understanding,4.3,232,3,32,Beginner,230,1200,No,1462,
Learn Laravel Vuejs from scratch - Build a TESLA web app,Mohammad Kily,"Replicating the Tesla UI and Building a TESLA web application, using VueJs, VueX, Vuetify, Laravel, CSS and Bootstrap.",3.4,232,7,48,Beginner,230,720,No,38616,
Data Analysis with Python: NumPy & Pandas Masterclass,"Maven Analytics, Chris Bruehl","Learn NumPy & Pandas for data science, data analysis & business intelligence, with practical, hands-on Python projects!",4.6,232,13.5,216,All,230,1200,No,3303,
Advanced React TypeScript Redux StyledComponents: Sudoku App,Barry Michael Doyle,Learn to apply best practices while building a mobile-friendly offline-capable React app with TypeScript and Redux,3.6,232,6.5,47,Intermediate,230,1200,No,1674,
Learn Basic to Advance JIRA for Testers/QA/Test Manager-2022,"Testing World, Testing World Infotech","Setup Jira Trial Account | Bug Tracking, Task Management & Agile/Scrum Project Management using JIRA | Realtime Examples",4.4,232,9,85,All,230,720,No,1839,
PostgreSQL:  Advanced SQL Queries and Data Analysis,Bluelime Learning Solutions,Learn Practical Hands-on  Advanced PostgreSQL Queries and Data Analysis,4.1,232,7,64,Intermediate,270,780,No,3269,
Gatsby JS | Build a personal blog using gatsbyJS,Tech Vista,Learn Gatsby JS and GraphQL to increase your knowledge in modern web development.,3.6,231,5,52,All,200,230,No,77450,
How to Become A Data Scientist Using Azure Machine Learning,Mike West,A Practical Introduction To Microsoft's Azure Machine Learning Tools,3.9,231,1,39,Intermediate,200,230,No,1188,
PowerApps for Beginners,Byron Dittberner,The perfect beginners' course to you get you started with PowerApps and the Power Platform.,4.6,231,36.5,215,Beginner,230,320,Yes,1249,
Using Modern JavaScript Today,"3D BUZZ Programming and Digital Art training, Nelson LaQuet",what every web developer needs to know,4.6,231,16.5,68,Intermediate,230,480,No,2269,
Learn Grunt with Examples: Automate Your Front End Workflow,Matt Jones,An online course to learn Grunt and get started automating your front end workflow. Build websites faster with GruntJS.,3.6,231,1,17,All,230,270,No,907,
The Definitive Node.Js Developer Course,Coding Revolution,"Take you coding to the next level with Node js, the most popular Javascript open source server framework.",3.7,231,23.5,239,Beginner,230,270,No,1549,
Kids Coding - Beginner HTML,John Bura,"Learn the life long, worth while and in demand skill of programming! Your kid could be the next Zuckerberg!",4.3,231,1,19,Beginner,200,230,No,7072,
Unity Android Game & App Development - Build 10 Games & Apps,"Raja Biswas, Charger Games","Learn Android Game Development With Unity & Android App Development With MIT App Inventor, Build 10 Android Games & Apps",3.5,231,22,142,All,270,850,No,1340,
Node.js and React: Build a complete web chat application,Dino Numić,"Learn how to build a chat application using Node.js and React with Web Sockets, PostgreSQL, Redux and much more.",4.5,231,9.5,103,All,230,800,No,13361,
Refactoring Pyramid explained in simple steps (Java),Włodek Krakowski,"Clean code gradually and notice emerging Design Patterns like Interpreter, Fluent Builder, Factory Methods",4.7,230,2,19,Intermediate,200,230,No,1544,
Master CI/CD for React Native,"Tim Buchalka's Learn Programming Academy, Eduardo Rosas",Learn Continuous Integration and Continuous Deployment / Delivery to  increase your employability in 2019 and beyond!,4.4,230,8,50,All,320,720,No,2258,
Android Firebase Masterclass - Master Google Firebase,"Tim Buchalka's Learn Programming Academy, Jason Fedin",Create Cloud based Android applications using Google Firebase and expand your career options,4.6,230,20,123,Intermediate,270,720,No,2546,
Mastery in Java Web Services and RESTful API with SpringBoot,Arun Ammasai,Build Java Web Services and REST API - RESTful and SOAP - with Spring & Spring Boot,4.4,230,8.5,83,All,270,1300,No,25925,
Gatsby JS: Build PWA Blog With GraphQL And React + WordPress,Rangel Stoilov,Create Gatsby JS Progressive Web App With GraphQL And React + WordPress & Add Jam Stack To Your Skills,4.3,230,4,43,All,230,1200,No,8719,
User Story Bootcamp: Be an Expert In Managing User Stories,"Malay Biswal PMP, SAFe PO/PM, Math and Telecom Enthusiast","A Practical Step-by-Step Guide To ""User Story Writing, Splitting, Mapping, Prioritizing & Delivering"" For Agile Teams.",4.5,229,2,31,Intermediate,270,800,Yes,3456,
Python Programming/Script/OOP/Advanced for Python Projects,Deepali Srivastava,Python for Projects Script Advanced Python Object Oriented Programming Python OOP Python 3 Automation Python Projects,4.6,229,20.5,252,All,230,850,No,1318,
"Complete Beginners Java Tutorial -Java, JavaFx,Maven,Jenkins",Yogesh Patel,Become A Professional Java Developer From Scratch,4,229,25.5,143,Beginner,270,1400,No,11022,
Firebase Firestore for iOS,Devslopes by Mark Wahlbeck,"Learn all about the brand new Firestore, a NoSQL document based technology",4.2,229,6,27,Beginner,270,720,No,1123,
Statistics Masterclass for Data Science and Data Analytics,Vijay Gadhave,"Build a Solid Foundation of Statistics for Data Science, Learn Probability, Distributions, Hypothesis Testing, and More!",4.4,229,5,43,All,270,1400,No,1151,
Full introduction to Views in Drupal 8,Nikolay Borisov,unleash the full power of Views in Drupal 8,4.7,229,3.5,39,Beginner,230,480,No,1168,
Web Architecture With Golang - Google's Go Language,"Todd McLeod, Daniel Hoffmann","Learn Golang Web Architecture, Git, Curl, Interfaces, Context, Error Handling, & Escape Analysis with the Go Language",4.4,228,13,101,Intermediate,270,620,No,4921,
Mapping in Leaflet JS,Victor Temprano,Data | Plugins | Layouts | Interactivity,4.7,228,5.5,31,Beginner,200,230,No,1427,
Learning vRealize Automation 7.2,Packt Publishing,Learn the fundamentals of vRealize Automation to accelerate the delivery of your IT services,3.6,228,4,43,Beginner,270,780,No,987,
Complete back end development with NodeJS with projects,Igneus Technologies,"Learn Javascript, NodeJS, Express, passportjs, mongodb along with various projects",4.1,228,20,118,All,230,1200,No,919,
RxJS Operators,Daniel Stern,Master RxJS Operators from Buffer to Zip and Confidently Build Web Applications!,4.7,228,4,50,All,270,720,No,1349,
Spring Boot and React with Test Driven Development,Basar Buyukkahraman,"Learn Spring Boot & React by building a complete application with TDD (JUnit, Jest, React Testing Library)",4.2,228,20.5,193,All,270,730,No,2364,
Performance Testing Using Gatling,"Anuradha Agarwal, Bushra Alam","Session Management in Gatling, POST request methods, Jenkins Integration, Distributed testing, Performance Framework",4.1,228,7,65,All,230,600,No,2123,
NodeJS - The Complete Web Developer Bootcamp 2022,Mohammad Azam,"Build Real World Web Apps Using Node, Express, PostgreSQL, MongoDB and more...",4.8,228,14.5,154,All,230,1200,No,1761,
"SQL for beginners with :( PostgreSQL, MySQL, SQL Server )",Bluelime Learning Solutions,Master the basics of querying databases and manipulating data,4.1,227,8,79,Beginner,230,580,No,24494,
Angular Architecture. How to Build Scalable Web Applications,Danil Chigirev,"Build a scalable and maintainable applications with Angular 9 (NgRx, Firebase, SCSS, Angular Material)",4.6,227,7.5,200,Intermediate,320,1400,No,1836,
Data Science for Professionals,Gregory Sward,It's time to leave spreadsheets behind...,4.4,227,6.5,33,Beginner,270,1400,No,6825,
Automated Multiple Face Recognition AI Using Python,"Nishit Maru, Three Millennials","Learn about OpenCv Basics, Face Recognition in an image, Automation of Face Recognition System using User Inputs",2.5,227,2,10,All,230,1200,No,19678,
Object Oriented PHP & TDD with PHPUnit from Scratch,"Devscreencast Elearning, Terry Ogbemudia Osayawe",Learn Object Oriented PHP & Test Driven Development using PHPUnit - Project Included,4.4,227,12.5,68,Intermediate,270,720,No,8409,
Complete ASP.NET Core MVC 3.1 - Learn by building projects,Fast & Easy Programming,Learn ASP.NET Core MVC 3 with this hands on course. Develop MVC and REST apps using ASP Core and Entity Framework Core,4.7,227,9.5,124,All,200,230,No,1037,
Using Advanced iOS Frameworks and Techniques with Swift 3,Brian Advent,Learn and Master the Coolest iOS Frameworks and Techniques by Example,4.3,227,5.5,39,Intermediate,200,230,No,1805,
Learn Object Oriented Programming PHP fundamentals bootcamp,Laurence Svekis,Object Oriented Programming in PHP tutorial learn how to use the fundamental building to create amazing applications,3.6,226,1.5,17,All,230,720,No,24484,
Learn jQuery AJAX in 1 hour,Laurence Svekis,Guide to getting started with AJAX use jQuery to make seamless connections to external data sources and APIs,3.7,226,1,19,Intermediate,270,1300,No,6995,
How to Build Chatbots: From Beginner to Intermediate,"Nicholas ""Techustler"" Ivanecky","Learn how to build bots on DialogFlow, Slack, Facebook Messenger, Twilio, and more",3.3,226,2.5,52,All,270,820,No,3637,
Django Tutorial: Build Your First App Fast & Free!,BlueApple Courses,Enroll in this free step-by-step walkthrough of the official Django tutorial (in python). Additional content included.,4.4,226,2.5,27,Beginner,200,230,No,5338,
Beginners Introduction to Web Development,Laurence Svekis,"Overview about creating content online, how websites work and top resources to use to create web content",3.7,226,1.5,19,Beginner,230,1200,No,28695,
The Complete PowerShell 6.x Masterclass: 3-in-1,Packt Publishing,Enhance your skills with PowerShell 6 to administer and automate your systems effectively,4.3,226,9.5,69,Beginner,230,1200,No,1821,
Akka Remoting and Clustering with Scala | Rock the JVM,Daniel Ciocîrlan,"For Scala and Akka developers: write reactive distributed systems with remote actors, Akka Clustering and Scala",4.7,226,7,20,Expert,270,420,No,2387,
Software UI Automation Testing using Java-Selenium from A-Z,Pankaj Gupta,"UI Automation : With Basic Java from Beginner to Framework level with realtime examples-TestNg,GIT,Maven,Jenkins covered",4.3,226,29,266,All,230,320,No,6911,
WebGL w/ Unity: The Ultimate Guide to Games in the Browser,Rocco Balsamo,"Unity3D is the easiest way to deploy HTML5 games! (Easier than three.js, babylon.js, phaser and playcanvas!)",3.9,226,4,63,Intermediate,230,750,Yes,2346,
Code organization and readability for the self-taught coder,Benjamin Melki,"Learn code design so you don't get lost into your own code again. Learn how to write clean, readable code.",4.4,225,3.5,46,Beginner,200,230,No,1942,
Dell Boomi AtomSphere - IPaaS Beginner Training,Saad Qureshi,Master the fundamentals of Dell Boomi AtomSphere,4.4,225,5.5,24,Beginner,270,1300,Yes,1152,
"Angular, Ionic & Node: Build A Real Web & Mobile Chat App",Uzochukwu Eddie Odozi,Learn to connect your Angular and Ionic Frontend to a NodeJS & MongoDB backend by building a real web & mobile chat app,4.6,225,37,416,All,270,720,No,1255,
Sending email with PHP: from Basic to Advanced,Dave Hollingworth,"Learn how to send emails from your PHP website, including best practices.",4.8,225,2,45,All,320,420,No,1512,
Complete Python Tutorial for Beginners,Yogesh Patel,"If you’re ready to buckle down and learn Python programming, here’s where you should start.",4.7,225,17.5,130,Beginner,230,1200,No,7304,
VanillaCartJS - ES6 JavaScript Shopping Cart,Adrian Bienias,Create A Real World Shopping Cart Project And Learn JavaScript ES6 Along The Way,4.7,224,2.5,10,All,200,230,No,7437,
Hands-On Guide to Argo Workflows on Kubernetes,Jan Schwarzlose,Learn how to orchestrate Kubernetes-native workflows with Argo Workflows.,4.6,224,7,60,Beginner,320,730,Yes,1975,
HTML: The first step for absolute beginners,Bahjat For Education,Start developing your first web pages even if you don't have any IT background,4.1,224,3.5,36,Beginner,200,230,No,10667,
The Complete Modern Javascript Course with ES6,Development Island (UK),"Learn JavaScript with the most Comprehensive JS course on the market! Covers ES6, OOP, Hoisting, Closures, and more!",4.7,224,37,302,All,270,1400,No,1722,
Applied Machine Learning in R,Bogdan Anastasiei,Get the essential machine learning skills and use them in real life situations,4.7,224,8,80,All,230,720,No,23651,
Complete Python Image Processing Masterclass,"Ashwin Pajankar • 80,000+ Students Worldwide","Become an expert in Image Processing in Python 3: Learn Scikit-image and OpenCV with NumPy, Matplotlib, and Jupyter",4.4,224,12,99,Intermediate,200,230,No,2106,
Get into DevOps: Best Practices for Docker with Jenkins,Releaseworks Academy,Learn to build a fully automated Continuous Integration pipeline for your application using Docker and Jenkins.,4.1,224,2,40,All,270,1200,No,2128,
Spring Boot Microservices with JPA,Alessandro Argentieri,Learn how to develop Java Rest microservices implementing JPA (Java Persistence Api) and MVC Pattern with Spring MVC.,4,224,4.5,64,All,230,350,No,911,
Build Application for Google Assistant,Ved Prakash Suman,Development of application for Google Assistant,3.4,224,30totalmins,5,Beginner,270,480,No,32707,
Accelerate Freight Broker Training By Shayla Moore,Shayla Moore,Fast and Easy way to learn how to be a Freight Broker,3.9,224,2,10,Beginner,270,1400,No,1009,
ASP.NET MVC Interview Questions with Answers,Shivprasad Koirala,ASP.NET MVC Interview Questions with Answers,4.5,224,2,6,All,200,230,No,2143,
Selenium IDE ,Ganesh Sahai,All about using Selenium IDE for software test automation from scratch to advanced,4.3,223,9,44,All,270,420,No,1628,
CoreData for Swift Development (Swift 4.2 & iOS 12),Andi Setiyadi,"Master the Core Data in Swift 4.2 and iOS 12, and take your iOS development skills to the next level",4.5,223,8,51,Intermediate,200,230,No,1362,
"Linear Regression, GLMs and GAMs with R","Geoffrey Hubona, Ph.D.",How to extend linear regression to specify and estimate generalized linear models and additive models.,4.5,223,8,69,All,270,600,No,2132,
Unreal Engine 5 (UE5): The Complete Beginner's Course,Pixel Helmet,Learn the fundamentals of Unreal Engine 5 through level design!,4.3,223,6,67,Beginner,320,630,No,1594,
Deploy Machine Learning Models on GCP + AWS Lambda (Docker),"Ankit Mistry, Data Science & Machine Learning Academy","How to Serialize - Deserialize model with scikit-learn & Deployment on Heroku, AWS Lambda, ECS, Docker and Google Cloud",4.8,223,4.5,53,Intermediate,200,230,No,2667,
Database modeling with golang & postgresql,VJ Bambhaniya,Learn how to do all DBMS directly from golang to postgresql.,3.6,223,2.5,13,Intermediate,200,230,No,15202,
Angular and NgRx - Building Real Project From Scratch,Oleksandr Kocherhin,"Learn Angular, NgRx, Typescript, REST Api, JWT Authentication, Router, Effects, Http while developing real project",4.6,223,14.5,51,All,320,650,No,1828,
Starting 2D Game Development in Unity with C#,Neil North,Begin your Game Development Journey,3.9,223,4,41,Beginner,270,620,No,9844,
Character Modeling & Rigging  in Blender- Character Design,Riddick D. Character Blender Modeling,Blender character modeling: 3D Character modeling with blender: Tools to character design. Character animation - Blender,3.7,222,6.5,33,All,200,230,No,15548,
The Software Development Process - The Complete Course,Daniele Protti,"Learn how to select the right software development model and process, the tools and resources for your software projects",4.1,222,23,281,All,320,1200,No,1838,
Learn C# From Scratch with Real Applications,Volkan Atış,Learn to code in Visual Studio C# from scratch. I have provided HD video lectures and many real C# Applications,4.5,222,9,53,Beginner,270,720,No,4273,
Get your Java dream job! Beginners interview preparation,Yuval Ishay,"Learn Java Fundamentals, Object Oriented, Arrays, Collections, Maps and Solve puzzles to win Java interview questions!",4.6,222,6.5,85,Beginner,270,720,No,4282,
Power Apps: learn PowerApps with a hands-on example,Rudimar Baesso Althof,Want to learn Power Apps? Learn Microsoft PowerApps by creating this low code app yourself!,4.6,222,4,44,All,270,420,No,1404,
Learn to Build an Outdoor Environment with Unreal Engine 4,3dmotive LLC,Learn to create a game level from scratch using an industry-standard game engine!,4.1,222,4,22,Beginner,200,230,No,2073,
Gutenberg Block Development for WordPress,Zac Gordon,Learn how to build with the new JavaScript driven editor for WordPress,4.7,222,2,22,Intermediate,230,480,No,1204,
Java Programming: Learn Core Java and Improve Java Skills,Oak Academy,Learn core Java Programming with this core Java course.This java programming course will take you more experienced level,4.3,221,8,88,All,230,1200,No,1288,
Master the Python interview (special banks & startups),Nicolas Georges,Ace your interview questions and get hired as a professional Python developer in prestigious companies!,4.3,221,3,35,Beginner,230,270,No,2961,
Build E-Commerce Website in Laravel,Mustafa Alawi,Online Shopping Store in Laravel,3.7,221,10.5,128,Intermediate,230,1200,No,945,
Visual Basic .NET Tutorial for Beginners Make App That Sells,Yogesh Patel,"Learning Visual Basic .NET - A Guide To VB  .NET Programming. Develop Your Own Apps , sell online, and earn money.",3.6,221,8.5,68,All,270,820,No,1995,
Automation Testing with QTP,QTP  Tutorial,Become an expert automation tester through this award winning HP Quick Test Professional (QTP) course.,3.6,221,1.5,15,Expert,200,230,No,9006,
Knockout JS from scratch,Ayad Boudiab,Knockout is a JavaScript library that uses dependency tracking and declarative binding to create responsive display.,4.1,221,5,33,All,230,270,No,1120,
Building Web Applications with Go - Intermediate Level,Trevor Sawler,Learn how to build a secure ecommerce application with Go (Golang),4.8,221,18.5,172,Intermediate,270,850,No,3940,
LEARNING PATH: Python: Functional Programming with Python,Packt Publishing,Perceive functional programming with Python to efficiently solve real-world problems,4,221,5.5,45,Beginner,230,1200,No,1886,
PHP & MySQL For Beginners,Code House,This course contains all of topics about PHP and MYSQL. Let's start and code web sites,3.7,221,7.5,118,All,230,1200,No,15519,
Python Interactive Dashboards with Plotly Dash (new version),Lianne and Justin (Just into Data),"Learn to create interactive Python dashboards (data visualizations) using plotly Dash, with real-world example datasets",4.6,221,5.5,43,Intermediate,230,270,No,1026,
Django with GraphQL,Krystian Czekalski,Integrating GraphQL API with Django Framework,4.6,221,4,32,Beginner,270,320,No,1339,
The Complete Intro to Machine Learning,"Student ML Coalition, Michael Lutz, Arjun Rajaram, Saurav Kumar","Hands-on ML with Python, Pandas, Regression, Decision Trees, Neural Networks, and more!",3.9,220,5,30,Beginner,200,230,No,27411,
Learn To Create A Racing Game With Unity & C#,James Doyle,Game development made easy. Learn C# with Unity and create your very own racing game.,4.1,220,9.5,73,Beginner,270,1400,No,1618,
Game Development with PyGame  | Real World Games,"Martin Yanev, Plamen Yanev",Learn PyGame by Developing Games From Scratch,4.2,220,11,86,Beginner,270,1400,No,46212,
Learn Rest API Automation Using Rest Assured,Dezlearn Education,The Complete Rest API Automation Testing Using Rest Assured Masterclass.,4.6,220,5.5,66,All,230,720,No,23582,
API (WebServices) Performance Testing-Loadrunner(SOAP &REST),kumar Gupta,"(30 Day Money Back Guarantee) - Extensive, Exhaustive and Hands-on Training with Query Support.",4.4,220,15,83,All,270,1400,No,1554,
Practical Transformation Using XSLT and XPath (5-hour free preview; 24 hours total),G. Ken Holman,"5-day class for transforming XML covers every element, every attribute and every function of W3C XSLT/XPath 1.0 and 2.0.",4.7,220,24,71,All,1400,,Yes,1175,
Unity 2019 Learn to write better code making a City Builder,Sunny Valley Studio,"Learn object oriented programming, design patterns and Unit testing while making a City Builder game in Unity using C#.",4,220,17.5,108,Intermediate,270,,No,2934,
Python 3 Programming A Step By Step Guide for Beginners,Sekhar Srinivasan,Best Course To Learn Python 3 Programming for Beginners,4.7,220,8.5,89,Beginner,230,270,No,2215,
"Master Laravel with GraphQL, Vue.js and Tailwind","Piotr Jura | 35,000+ Enrollments","Learn GraphQL in Laravel PHP Framework, how to build SPA using Vue.js & Tailwind, build 2 projects",4.6,219,18,121,All,320,530,No,2020,
Building Chatbots with Amazon Lex and IBM Watson,"Nicholas ""Techustler"" Ivanecky","Learn how to build bots on Amazon Lex, IBM Watson, Facebook Messenger, Twilio, and more",4.2,219,4,53,All,270,1000,No,2592,
Master Java Reactive Programming with RxJava 2,Lharrach Abdellah,Discover one of the most trending paradigms in programming world: Reactive Programming with RxJava,3.7,219,3,78,All,270,620,No,5352,
Building Websites JavaScript and the DOM,Laurence Svekis,"Learn how to create interactive, dynamic effects on your website with JavaScript using the DOM",3.6,219,3.5,38,Beginner,270,750,No,39109,
Complete Bubble No Code Programming Course,Easy Learning Academy,Creating your web applications without any coding skill with Bubble Visual programming as quickly as possible,4.5,219,2,15,Beginner,200,230,No,5461,
Learn Vue 1 JS introduction to simple reactive JavaScript,Laurence Svekis,Starting point introduction to Vuejs and how to use Vuejs to create interactive dynamic content via JavaScript and Vuejs,4.1,219,1.5,30,Beginner,270,850,No,32072,
SoftwareAG webMethods 10.x Development Practice Demo Videos,Arul ChristhuRaj Alphonse,Do It Yourself (DIY)-webMethods v10.x- 35+ lectures/demo | 5.5+ hours Tutorials | ESB | Integration | JDBC | JMS | SFTP,4.6,218,5.5,35,Beginner,200,230,No,1171,
Scala Programming For Beginners Complete Guide 2020,Joydip Ghosh,Play with SCALA Programming - The Scalable Language | A MUST TAKING Programming course For Big Data Developer,3.4,218,4.5,65,All,270,1400,No,12649,
Automated Test Framework : ServiceNow,Sushma Pinapati,Automated Test Framework,4.2,218,9,57,All,450,,No,1267,
Master Odoo Studio,Qusai Aldomur,"Master Odoo Studio and dealing with Server Actions, Automatic Server actions, passing data between models and much more.",4.7,218,4,40,All,270,1300,Yes,1070,
"JQuery Master, build awesome websites, 5 Projects included!",Coding Revolution,"Learn Jquery from the scratch or learn more about it, and build your own applications.",4.4,218,8.5,87,Beginner,200,230,No,4634,
SAP PO: Java Mapping Training with 10 Programs,Srinivas Vanamala,Learn how to write your own Java Mapping in Eclipse Tool with various scenarios covered.,4.3,218,2.5,41,Beginner,270,320,No,1513,
Learn to build apps using Neo4j,"Eduonix Learning Solutions, Eduonix-Tech .",Master the amazing graph database technology of Neo4j,4.6,217,4,30,Intermediate,230,420,No,1534,
Android Machine Learning with TensorFlow lite in Java/Kotlin,Hamza Asif,"Learn Machine Learning use in Android using Kotlin Java  Android studio and Tensorflow Lite , Build 10+ ML Android Apps",3.5,217,5.5,80,All,200,230,No,24276,
Free Automated A+ Graded SSL Certificates with Let's Encrypt,Nick Janetakis,"Learn to secure your website with HTTPS by configuring nginx or Apache, then host it on DigitalOcean using a domain name",4.3,217,2.5,34,Beginner,270,530,No,1740,
Complete SAP PO REST Adapter Configuration with API Basics,Srinivas Vanamala,"Learn API, JSON and Rest Basics along with complete SAP PO REST Configuration",4.6,217,4,35,Beginner,230,270,No,1168,
Python - Solve 250 Python Quizzes,"Mihai Catalin Teodosiu, EpicPython Academy",A great 'Python Complete Masterclass for Beginners' course companion with 250 quizzes to boost your Python skills.,4.4,217,42totalmins,19,All,200,230,No,2821,
A Complete Guide to the JAMstack and React E-Commerce,Zachary Reece,"Master next-generation full stack architecture: best speed, security, and scalability with React, Gatsby, and Strapi.",4.5,217,79,483,All,270,350,Yes,2446,
Become a MEAN Stack Developer: MongoDB; Express;Angular;Node,Bluelime Learning Solutions,Create a MEAN Stack Application step by step from scratch,4.3,217,9,84,Beginner,270,730,No,24637,
Introduction to T-SQL for Data Analysts,Steve Fox,"In 60 minutes, learn 30 of the most important Transact-SQL (T-SQL)  tasks that data analysts need to perform",4,217,1,6,Beginner,200,230,No,1825,
JavaScript DOM 2022 Create Interactive Dynamic Web Pages,Laurence Svekis,Learn how to make webpages Dynamic and Interactive using JavaScript to influence and manipulate page elements,4.5,217,18,96,All,230,1200,No,10589,
WebRTC 2022 Practical Course. Create Video Chat Application,Marek Gryszkiewicz,Learn WebRTC by creating Meet the Strangers app (Omegle clone with direct calls possibility) with vanilla JavaScript,4.5,217,8.5,82,Beginner,270,820,No,2301,
Learn Oracle SQL,Sam Dhanasekaran,Your first step to become an Oracle SQL Developer,4.2,217,2.5,81,All,200,230,No,8707,
"Process Automation: Learn Requirements, Use Cases, Camunda","Peter Alkema, Nikita Ranchod",Learn use cases and requirements for a process automation solution PLUS Camunda overview as an industry leader,3.6,216,40totalmins,42,Beginner,230,580,No,896,
The Complete C# Programming + Visual Studio Developer Course,Morteza Kordi,Master the C# programming language with Visual Studio (Microsoft's popular IDE).Learn DotNet Framework and C# Programing,3.6,216,18.5,144,All,270,1400,No,10813,
Learn and Understand Building Modern iOS Apps [2021],Bennett Lee,Learn from USC professor on how to build modern iOS apps with the latest Xcode 11 and Swift 5,4.4,216,16.5,162,All,270,1400,No,1889,
2022 Python and Machine Learning in Financial Analysis,Dr. Emadedin Hashemi,Using Python and machine learning in financial analysis with step-by-step coding (with all codes),4.7,216,20.5,82,All,230,720,No,36557,
Learning MEAN Stack by Building Real world Application,Haider Malik,"Learn how to build Full-Stack Web Application with Nodejs, Express, MongoDB, Angular8, Angular Material, and Passport",3.5,216,16,324,All,270,850,No,5800,
Learn C++ Programming By Making Games Volume 2,Serge Lansiquot,In depth and practical look at Object Oriented Programming,4.6,216,28.5,189,Intermediate,230,1200,No,2663,
javascript Complete Real time - Essential Course 2020,B Praveen Kumar,"Take a deep dive into JavaScript, a Must-Know Language in Web Development, with a Hands-on.",4.3,216,10,62,All,270,750,No,44788,
New to Python Automation ? Step by Step Python 4 Tester-2022,Testing World Infotech,Step by Step Python | Excel Handling | Pytest Framework | Web Scrapping | Test Data Generation,4.3,216,11.5,137,All,230,720,No,1865,
"*UPDATED* Web Development Secrets 2022 - CRP, HTTP, AJAX ETC",Clyde Matthew,"Understand the Critical Rendering Path, AJAX, HTTP and how to fetch data from a server. Novice to pro in easy steps.",4.8,215,8.5,135,All,270,1300,No,1986,
Excel Tips and trick : Learn MS Excel by making 7 Projects,Yassin Marco,Boost your understanding of Microsoft Excel - Learn how to use MS Excel by creating over 7 simple Excel projects,4.3,215,6,34,Beginner,230,750,No,31027,
SQL/ETL Developer - T-SQL/Stored Procedures/ETL/SSIS,Bluelime Learning Solutions,Develop an ETL solution using SSIS,3.2,215,6.5,72,Beginner,320,600,No,4032,
"From 0 to 1: Learn Java Programming -Live Free,Learn To Code",Loony Corn,An accessible yet serious guide to Java programming for everyone,4.4,215,17,84,All,230,720,No,4699,
"The Road To Dynamic Programming: Java, JavaScript, & Python",Hadi youness,"Recursion, Memoization, and Tabulation in Dynamic Programming",4.4,215,5.5,42,All,270,320,No,23640,
